feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	GGB1680_SGB2312	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143
MSM6J2QL	-1.72892550993905	-4.23425956132838	-3.07002450373712	NA	-2.71810833204161	NA	-9.76520841064718	-6.85528483605232	-6.94482680829334	-4.59375826894769	-5.28735740280977	-6.11270196597239	-3.10512569316767	NA	-7.88566067030709	-5.03391299110231	NA	-6.29560252184678	-6.27334959649581	NA	NA	-17.5457964231423	NA	NA	NA	-5.83710978069524	-7.89738596707685	-8.39958966134257	NA	-6.13451391836019	NA	-10.1832508996417	NA	-16.7104271249149	NA	NA	NA	-10.9333976648889	NA	-8.17527995176637	-8.3074385192428	-8.18910711964446	NA	-10.7690731197381	-9.2399581960274	NA	-14.0508036192818	NA	-7.80469299833886	NA	NA	NA	-8.80162213353768	NA	NA	-11.5480081283749	NA	-13.340170852385	NA	-12.5635857365855	NA	NA	NA	NA	-7.10990150856509	-11.4132840930616	NA	NA	NA	-10.7417286877719	NA	NA	NA	NA	NA	-8.80340442042465	NA	NA	-8.28910208382322	-9.93123091348151	-9.53577575554424	NA	NA	NA	NA	-9.89109020243065	NA	NA	NA	NA	NA	-10.8631460184444	NA	NA	NA	NA	NA	NA	-12.4157053999923	-16.2757072597744	-10.5515539244231	-8.86197614475134	NA	NA	NA	NA	-11.2669370501465	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1404046442176	NA	-13.0684746456088	NA	NA	-6.1225981027105	-9.69037826723329	NA	NA	NA	NA	NA	NA	NA	-10.6909891386659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.2466782111628	NA	-14.7835935374768	NA
MSM6J2QP	-2.36550296499247	-4.57442795201565	-2.49368671622961	NA	-3.00297863794004	NA	-9.77600350875371	-6.02044597398267	-9.04894660895501	-3.65882094334645	-5.07107187616565	-5.66352453846668	-3.17036836744316	NA	-5.60295116293333	-7.01029010352576	NA	-4.97691193147413	-6.29557532707477	NA	NA	NA	NA	NA	NA	-4.7514063551082	-10.7113000869218	-7.81199259760356	NA	-5.2656176632269	NA	-12.6744529337456	NA	NA	NA	NA	NA	-11.4586840880764	-13.386261084746	-9.95801546237761	-12.1209922853808	-11.6131327016621	NA	-8.98629724790397	-9.19907688295807	NA	NA	NA	-10.4861209388431	NA	NA	NA	-9.82209908405389	NA	NA	-12.7929046982901	NA	-15.119023631392	-8.24847956692964	-12.8548966885572	NA	NA	NA	NA	-7.94993680231982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5255612032819	NA	NA	-17.3894214256395	NA	-12.3612245338087	NA	NA	-16.8824614369196	-15.370562398388	NA	-14.4640882250773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.025094746694	NA	NA	NA	NA	NA	-8.67897747813304	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.66514693459065	NA	-14.873583285573	-14.3094221035741	NA	-4.63337359604956	-10.750636225412	NA	NA	NA	NA	NA	NA	NA	-12.7516525657435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.2746745018522	NA	NA	NA
MSM6J2RK	-3.6720025228115	-5.35608051540841	-6.55216481363282	-2.04310524337764	NA	-5.42492282729413	-11.1094552348918	-7.58944754257491	-6.12138324635768	-5.41455868533474	-7.6005014398488	-5.57595607635232	NA	-8.65086414356336	-8.55327757499989	-7.27528202661873	-4.5831079667142	-10.7056299469943	NA	NA	NA	-9.45751859219445	-6.79051498529642	NA	-6.46015589282295	-9.97742391246968	-8.60976681265409	-7.82008867157916	-4.39431502714593	-4.43496978902436	-7.85671151594958	-5.57494201383944	NA	-13.6033798887463	NA	NA	NA	-12.8031708811456	-9.46119987778689	-8.95804921568002	-12.1636067958795	-7.62775383951608	-7.42160178040947	-7.01104650511143	-7.14609467920854	NA	-11.9637821314483	NA	-7.10556105926612	NA	NA	NA	-9.68927580290521	NA	-6.67884417487192	-8.68690324430858	NA	-10.2641996296372	NA	-9.94544767124894	NA	NA	-6.85960335802979	-12.5564241303168	NA	NA	NA	-9.41227799073724	NA	-10.0920374115556	NA	-7.18868988488932	NA	NA	-5.60699454058937	-11.4045785449281	NA	NA	NA	-8.42570183649382	-10.1817136510016	-9.39304727776303	NA	-11.2424981595144	-9.35579496327462	-8.95078557150415	-8.13608079299266	-13.4787532342326	NA	NA	NA	-12.2033351039429	NA	NA	-5.83850331074015	NA	NA	-11.7255618493161	NA	NA	-12.5211588004976	NA	NA	NA	NA	-14.3403454829125	-6.8717393020947	NA	-8.6969955907534	NA	NA	NA	NA	-19.9805904191348	NA	-6.22022131373212	-12.0227628583011	NA	-7.15694951496843	-16.3956279184138	-4.52406754969425	NA	-9.71292588163374	-6.75135851580335	-10.430805751187	NA	NA	-12.9225986963757	NA	-6.18816867313885	-9.59069024636179	NA	-15.7809180742986	NA	-3.99903707282709	NA	-11.1021562695756	-13.0176944137976	NA	-4.15669455647985	-7.56000512113267	NA	NA	NA	NA	NA
MSM6J2RM	-3.20607053014314	-4.75697575622839	-4.10696441710433	NA	-2.54976742773411	-12.4331831259	-5.344289109443	NA	-5.71054222604952	-7.43971194632578	NA	-8.84997401311643	-10.5940512024638	NA	-9.07505146602133	NA	-6.0859814075667	-11.5034353219971	-8.7882302465697	NA	-13.7926220156869	-14.9749155745596	-7.87769974843004	NA	NA	NA	-8.0879929314557	-5.24436710521801	-8.9558275470662	-9.61256732880965	-14.1561978079327	NA	NA	-10.8777775112675	NA	NA	NA	-8.83653513362216	-12.7926220156869	NA	NA	-11.7033664068654	-10.738804272201	-8.67944736794267	NA	NA	-7.03517373403631	NA	-8.83276140654007	NA	NA	NA	NA	NA	-8.57753694665711	-9.98191977184714	NA	NA	-13.8427454951127	-9.11299316291033	NA	NA	-6.1196448156075	-12.7601484090342	NA	NA	NA	-11.1790137031849	-5.42554648411169	-7.58475455220825	NA	NA	NA	-1.50877936741054	NA	-15.7441816606292	NA	-10.4690527626984	-11.2724297703559	NA	NA	NA	-12.6297517717785	-10.7158237953747	-14.7396520021486	-10.228134788262	-9.38187940195808	-9.65805378296146	NA	NA	NA	NA	NA	-3.91305370784313	NA	NA	NA	-12.5552274310112	NA	-9.3761557244936	-16.8672400570334	-16.1866998963301	-15.4060129247346	-14.1057799009465	NA	-9.03677911506881	-13.4702248279517	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.73400985557181	NA	-8.99375380665633	-10.0959767259161	NA	NA	NA	-6.43276891338424	-10.1411852370777	-7.99712873080115	NA	-11.3484117802269	NA	NA	NA	NA	-8.97533154060949	NA	NA	NA	-9.62334878522508	-11.2404809081259	NA	NA	NA	NA	NA	NA	NA	NA
MSM6J2RO	-4.74087972922568	-5.5495281301026	-7.09178552155485	-0.78611599053183	NA	-6.31081829381115	-8.75643512544584	-7.52505940703233	-6.16229701663285	-5.93279723632508	-6.53901841940264	-6.37037367268297	NA	-7.93125741992492	-8.06428618032627	-8.38457055765678	-5.7408539573799	-10.590150338421	NA	NA	NA	-10.4302201256724	-7.48891527034466	NA	-7.45636041900557	-9.64311310425678	-7.6643659833957	-8.3626727772947	-10.5946145865656	-4.91385065952564	-8.38017503544287	-6.5502806861382	NA	NA	NA	NA	NA	-12.3578162800719	-9.0062613022791	-10.447837302346	-8.84208418904717	-8.12447395765713	-8.35323871396538	-6.82584698646412	-8.45075705667514	NA	-9.97286541559065	NA	-8.68250054254006	NA	NA	NA	-10.4823510109792	NA	-7.33224790460327	-8.23183752377413	NA	-10.641572586181	-14.2750730845151	-10.0586644753277	NA	NA	-7.23485897699185	-14.9285153231191	NA	NA	NA	-9.9429895932492	NA	-11.5568596645702	NA	-8.27442632568807	NA	NA	-8.10975563778917	-11.285861880426	NA	NA	NA	-9.5743884058435	-11.7725727439859	NA	NA	-12.389356512011	-10.066739121821	-12.0643291784647	-8.68012649522132	NA	NA	NA	NA	-13.8246447253471	NA	NA	-7.36145711947917	NA	NA	-11.1265375785159	NA	NA	-13.8938691803121	NA	NA	NA	-16.7234008932145	-12.4709064400885	-7.44165237509299	NA	-11.9582496213695	NA	NA	NA	NA	NA	NA	-6.27373014028325	-10.2521664132114	NA	-7.57111605090783	NA	-5.29922195389285	NA	-10.4498580411976	-6.62790854339968	-11.5778216440051	NA	NA	-11.4388903276815	NA	-5.94465081870259	-10.6194179775662	NA	-16.5134778238404	NA	-10.0555839865255	NA	-11.6565336200191	-13.4929608064997	NA	-5.09077242566123	-7.49849843355582	NA	NA	NA	-10.9563332672588	NA
MSM6J2RQ	-4.37512469510973	-5.14438178858714	-6.27841999674817	-1.74845418649406	NA	-5.6955966866235	-9.1432036775662	-6.96322758601372	-6.29039252614507	-5.83042133045992	-6.38543676467772	-5.40495307629241	NA	-8.35491439933116	-7.68337064996132	-7.71832490135575	-4.88878798462586	-9.15651322154884	NA	NA	NA	-8.69580358330292	-6.55076952189395	NA	-7.89411449694573	-6.46204380050745	-7.02084320197043	-7.55321231171927	-9.55428845097078	-4.59651442540027	-7.33684447688885	-6.2365944321424	NA	-14.2691539282927	NA	NA	NA	-13.5542884509708	-8.51776094382431	-10.619961765192	NA	-6.04647086769597	-7.2622632081831	-6.49202163272265	-8.20393449390126	NA	NA	NA	-6.16024462538021	NA	NA	NA	-10.8228662599468	NA	-5.28286596415114	-6.84356672911637	NA	-11.2990172887941	-14.3611215082946	-12.8678892786356	NA	NA	-6.95603391626001	-11.9875349643356	NA	NA	NA	-12.1026598322506	NA	-14.076937267589	NA	-7.3779980124442	NA	NA	-6.87826505800302	-12.1650563693885	NA	NA	NA	-10.4869844642758	-11.4336810757605	-12.5418155054906	NA	-10.8364483825412	-9.00633371517559	-12.8743908445775	-8.03258859388556	NA	NA	NA	NA	-13.9616907890806	NA	NA	-6.75838741162474	NA	NA	-10.6536750010484	NA	NA	-13.3357786601801	NA	NA	NA	-19.1794754293021	-11.7532106745993	-5.87044577427887	NA	-7.42393208890167	NA	NA	NA	NA	NA	NA	-5.9086169859335	-10.113193994851	NA	-7.14802036565049	NA	-4.6596987886762	NA	-8.43086325256446	-7.77893902448246	-9.65577346693243	NA	NA	-13.3925057474342	NA	-5.7827655382521	-12.1265192964396	NA	NA	NA	-6.33611514882092	NA	-12.5902255701772	-15.3357786601802	NA	-3.25697232448378	-7.94529952863605	NA	NA	NA	-12.394373314091	NA
MSM6J2RS	-6.21062545591919	-7.77733401253915	-7.68342827623294	-0.207153632849271	NA	-7.29572967050264	-8.29231956333593	-10.2984496100723	-8.48679296763804	-6.44710839263332	-8.25192475321549	-7.18601851136394	NA	-7.60291551019525	-12.2375765987415	-10.5422527282886	-6.66810426716815	-12.98720902441	NA	NA	NA	-11.3709813011388	-7.99484324472133	NA	-8.54032527971751	-16.048505203679	-13.2325882681179	-10.3232336325579	-10.3394213911286	-6.42341790848734	-10.8204882331486	-7.6066273095338	NA	NA	NA	NA	NA	NA	-11.497331016414	-14.4403530755859	NA	-10.9920180123324	-9.15158420204633	-8.82705234280608	-11.7697976373907	NA	-13.1099057483431	NA	-10.9687241481515	NA	NA	NA	-14.83905183805	NA	-9.35240703272306	-13.2454504190549	NA	NA	NA	-13.6485745967903	NA	-13.6696082966625	-8.97354611832539	NA	NA	NA	NA	-11.7677344335483	NA	NA	NA	-9.30199088254045	NA	NA	-11.2707932671694	NA	NA	NA	NA	-12.9610423624286	NA	NA	NA	NA	NA	NA	-10.6301840530764	-17.6948682490644	NA	NA	NA	-12.2411502816213	NA	NA	-11.4926379336271	NA	NA	-16.603720361006	NA	NA	NA	NA	NA	NA	NA	NA	-10.1437869644815	NA	-12.0648781734131	NA	NA	NA	NA	NA	NA	-11.4639602098456	-12.3457553248506	NA	-9.63970372415447	NA	-8.51393211819297	NA	-13.8090392689835	-8.21223563736416	NA	NA	NA	-13.7631029848167	NA	-8.05014983626256	-14.3666811637052	NA	NA	NA	NA	NA	-13.8608782005032	NA	NA	-7.13988324448278	-10.2488638078307	NA	NA	NA	NA	NA
MSM6J2RU	-4.39778739773386	-4.7732065926335	-6.28012013448489	-2.04468768335302	NA	-5.85822755491951	-7.96007562939903	-7.40964315299155	-3.99571805087301	-4.45884782926398	-5.10439768027123	-5.49666896316207	NA	-6.23678260501103	-9.10063123087807	-6.90662544944424	-4.46094924525218	-9.75165152868961	NA	NA	-12.1661155057821	-8.31709956684083	-6.65597872545591	NA	-6.50904750761034	-10.6838595583744	-9.20967663187029	-7.25698398827704	-6.44950548027673	-4.26682343047971	-7.29003132364266	-4.99714650135365	NA	-11.2346138264578	NA	NA	NA	-11.4696215220217	-7.77901368173266	-8.04927157790596	-9.53920905131799	-8.35341867585651	-7.24689215623621	-6.13220817963691	-9.00950384497956	NA	-9.44784899702383	NA	-7.32010034174111	NA	NA	NA	-9.04728994437125	NA	-7.34777126258325	-8.94167665010309	NA	-8.74957359462526	-14.1025503770046	-8.14566620961344	NA	NA	-5.17556581456894	-12.1822609425307	NA	NA	NA	-8.05935390152509	NA	-9.03475878830402	NA	-4.60433835547465	NA	NA	-6.47446536202843	-14.7672234432519	NA	NA	NA	-7.97180492198113	-11.2422503412309	-10.0777085364855	NA	-10.1548823236712	-9.65634784277682	-9.50134086572754	-9.34171405453334	-12.9122849272781	NA	NA	NA	-8.76078686548306	NA	NA	-10.0087324190414	NA	NA	-9.89729492463796	NA	-14.4895735001139	-13.6513894322006	NA	NA	NA	-12.4113695928389	-16.1172568758197	-7.49709715509241	NA	-8.20849514402083	NA	NA	NA	NA	NA	NA	-7.60424124244106	-9.48372561544699	NA	-7.35464338615823	-9.69167980645437	-5.15701750607866	NA	-8.67139397443536	-6.21987012864213	-12.4499417132209	NA	NA	-9.99695525126509	NA	-6.73445570103218	-8.54100487325545	NA	-10.8113820131667	NA	-9.30337057403891	NA	-9.81287749898625	-11.4213725610241	NA	-6.0113590981134	-6.71410512052792	NA	NA	NA	-10.8796354861586	NA
MSM6J2SE	-2.14607228123399	-8.6257570874095	-2.86109375569372	NA	-14.0896288927318	NA	-4.48626158132789	-4.20475084377562	-4.79020765196842	NA	-3.9401131642977	-5.48603257824124	-7.67642924359157	-7.49007738675649	-6.93511823067944	-16.8481715654366	NA	-3.89871208455454	-3.89019745425344	-3.48565911840593	-9.0654650072138	NA	NA	-7.76861372266189	NA	NA	NA	NA	NA	NA	-7.7301193881588	NA	NA	-7.75140226690704	NA	NA	-7.70016519162534	-6.42802386817368	-11.9678751798396	NA	NA	-12.1424208419358	-7.4603017723003	NA	-5.33593168843819	NA	-10.0616110064279	NA	NA	NA	NA	NA	-10.0785374779038	NA	NA	NA	NA	-9.44869609816383	NA	-7.3059877346496	NA	NA	NA	-8.5515381629222	NA	NA	NA	-9.88856653425973	NA	NA	NA	NA	NA	NA	NA	-10.9762874196559	NA	NA	NA	-10.9038907239147	NA	NA	-12.7205835105516	-7.45703098833914	-9.20372260908177	-9.72015958331189	NA	-8.81852505692211	NA	-9.13420840319562	-12.7770765906536	NA	NA	NA	NA	-6.84701404481522	NA	NA	NA	-11.9752753571514	NA	-11.4506873959829	NA	-9.8992443590583	-7.12793902204278	-18.3941399345423	NA	NA	-8.55928969363869	NA	-9.88809026629143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.27366875611189	NA	NA	-4.72270059424252	NA	NA	-9.12913444119802	NA	NA	NA	NA	-14.3168969356093	NA	NA	NA	-16.4834072726389	NA	NA	-10.2178171619013	NA	NA	-7.97009965079302	NA	NA	NA
MSM6J2SI	-1.84546414200154	-7.71844779596456	-3.0091859229601	NA	NA	NA	-3.91110243704523	-5.43662108882525	-4.8339933513688	NA	-5.1363890244661	-6.25181966165453	-5.91097334002675	-7.86687394391003	-5.52262335305454	-9.8800292523551	NA	-4.147631717201	-4.69100495159445	-3.93823567685041	-10.8893437794036	NA	NA	-6.24794944478124	NA	NA	NA	NA	NA	NA	-7.42753000688222	NA	NA	-7.71717646311586	-13.2085614559239	NA	-8.2431503043595	-6.14294386286864	-8.32619891041094	NA	NA	-11.6575940458338	-7.93194214784244	NA	-5.43901831366444	NA	-9.6396087547097	NA	NA	NA	NA	NA	-5.97875021983422	NA	NA	NA	NA	-8.46958516282695	NA	-6.81027472042014	NA	NA	NA	-8.42067931804887	NA	NA	NA	-5.8907669042388	NA	NA	NA	NA	NA	NA	NA	-12.0324650228484	NA	NA	NA	-8.70469013154567	NA	NA	-10.6273648018748	-6.21004308501155	-8.44711421624059	-10.3426653413011	NA	-7.52289368690529	NA	-8.25966444076587	NA	NA	NA	NA	NA	-7.29212466301387	NA	-12.1906209755229	NA	-10.395201551041	NA	-8.68140656055382	NA	-11.187652466161	-8.47212248890025	NA	NA	NA	-9.73497631519995	NA	-11.0607013350297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.32466318262904	NA	NA	-5.37964899608575	NA	NA	-9.07271711675125	NA	NA	NA	NA	-9.55122903389276	NA	NA	NA	-11.9559700109966	NA	NA	NA	NA	NA	-7.55430250350219	NA	-15.3590609587786	NA
MSM6J2SK	-0.83686732785605	-7.6365964738899	-2.68908220610757	NA	NA	-14.9599399811385	-4.16823702851647	-7.52442998403687	-6.64067315226943	NA	-5.69945012724386	-4.88861084471406	-5.31613003233045	-6.83326859649271	-6.25159664415556	-11.7869355867642	NA	-6.39019389328841	-4.78568645847463	-8.42720943689684	NA	NA	NA	-7.83316933417692	NA	NA	NA	NA	NA	NA	-8.90625771873023	NA	NA	-11.1819471187122	-8.89219537450262	NA	-11.9290606682545	-8.37946397109397	NA	NA	NA	NA	-8.05872496243775	NA	-11.926799390298	NA	-8.99682159506228	NA	-11.2157098719566	NA	NA	NA	-11.7833512494151	NA	NA	NA	NA	-12.8508795053904	NA	-9.59765893211451	NA	NA	NA	-9.22167446643899	NA	NA	NA	-10.2602118265338	NA	NA	NA	NA	NA	NA	NA	-16.2229743869723	NA	NA	NA	-11.5667420609012	NA	NA	-14.8190774452986	-11.3257339613975	-12.3116515450485	-7.76351124125284	NA	-10.535827539294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3061303173343	NA	NA	NA	-11.3520406691401	NA	NA	NA	NA	-10.3682498249733	NA	NA	-15.3028276946615	NA	NA	NA	NA	NA	NA	NA	-6.75993738677772	NA	NA	-5.90902742649528	NA	NA	-12.1374712857211	NA	NA	NA	NA	NA	NA	NA	NA	-13.9974146865571	NA	NA	NA	NA	NA	-10.3096246406408	NA	NA	NA
MSM79H52_P	-5.86406954610583	-10.3923713544257	-3.34889156462254	NA	NA	NA	-7.11612325393323	NA	-6.55555679635882	-4.23186899396275	-5.00697947491882	-4.46119710018061	NA	NA	-10.8075647448971	NA	NA	-7.43822030103684	NA	NA	NA	NA	NA	NA	-6.56435474546097	NA	-9.82592128853632	NA	-9.69412765655897	-4.47838220269155	-7.03784512552216	-7.57556090623757	NA	-9.31000662425506	-13.2555056738993	NA	NA	-9.42668060245776	NA	NA	-8.49665394341766	-11.0416448861839	NA	-6.2453866616346	-1.87684274180416	NA	-7.10149963763633	NA	NA	NA	NA	NA	-8.06866728952059	NA	NA	-11.3427292908924	NA	-6.96246788568866	NA	-10.2967067624406	NA	NA	NA	NA	NA	NA	NA	-16.311000786491	NA	NA	NA	NA	NA	NA	NA	-9.93834907652751	-2.166779145416	NA	-9.8708237249336	NA	NA	NA	-6.85569371457356	-12.9582865661839	-13.6911044956604	NA	NA	NA	NA	NA	-17.6980239096003	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9975841914591	-8.18586591902018	NA	NA	-6.13594052137564	NA	-8.53054143097583	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.51496117766118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.97469934667116	NA	-9.86691971071437	-9.80460568888306	NA	NA	NA	-7.20568280454624	NA	NA	NA	NA	NA	NA	-6.67347023496564	NA	NA	NA
MSM79H54	-7.90974224812034	-9.72767356420507	-2.81648577276016	NA	NA	NA	-7.69207056648244	NA	-8.64243154841248	-4.47019232735487	-6.46976279208492	-5.80755431896706	NA	-9.46525851460593	-12.8934604730832	NA	NA	-7.41044014362007	NA	-8.10412535950802	NA	NA	NA	NA	-6.79806110587649	NA	-10.9840927072527	NA	-5.93924347904474	-4.37765552423551	-8.0094487354997	-6.42631144111022	NA	NA	NA	NA	NA	-9.56679530010457	NA	NA	-9.25150347830686	-9.87831183664877	NA	-6.23391642240845	-2.83100412306794	NA	-7.45079706782681	NA	NA	NA	NA	NA	-10.4614513013369	NA	-13.5134699209036	-10.4064315413165	NA	-10.3814864913014	NA	-10.6044785676747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.57615640472131	-1.48363679334154	NA	-10.4084917170522	-11.6965737013984	NA	NA	-7.1216453060001	-11.0742464671573	-13.1588050396042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5380682622711	-8.1584197558415	-12.656304699075	NA	-9.95955216822206	NA	-7.46582450517237	NA	-17.3012493046245	NA	NA	NA	NA	NA	NA	NA	-5.7931929510389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.39782037891836	NA	-10.1175905177855	-11.6623011730205	NA	NA	NA	-6.87101374556128	NA	NA	NA	NA	NA	NA	-8.45972946002353	NA	NA	NA
MSM79H58	-5.37456802646837	-8.21902123151551	-3.27050294688213	NA	NA	NA	-7.2544395993475	NA	-5.60996287907363	-5.19163893021096	-5.71155938359798	-6.09804102734727	NA	-14.9410563604207	-10.2729805606733	NA	NA	-8.5837963993341	NA	-5.2718698870867	NA	NA	NA	NA	-7.2544395993475	NA	-9.05851477710947	NA	-6.30867952687641	-5.02027729988984	-9.99072734906816	-5.82049043100349	NA	-10.9828105124076	-11.3294039816148	NA	NA	-8.7927432896056	NA	-15.9959647015231	-6.06232491465045	-9.37922575012412	NA	-7.4018653653357	-2.23199758034872	NA	-6.29464330027093	NA	NA	NA	NA	NA	-6.52199659124151	-14.9114311913114	-8.82370964028881	-11.5754962384301	NA	-7.03466470828619	NA	-7.00109924269078	NA	NA	NA	NA	NA	NA	NA	-11.3007964210521	NA	NA	NA	NA	NA	NA	NA	-9.48489368964922	-2.23025796322612	NA	-10.2148311334712	NA	NA	NA	-5.88530140074659	-11.5370985130481	-11.8867194378146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6275335038618	NA	-14.0242229615645	-9.99402272378885	-8.61084611149863	-11.0167119963115	NA	-8.70491311670696	NA	-8.30217736403535	NA	-16.072585983126	NA	NA	NA	NA	NA	NA	NA	-6.66057434682911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.94534930818577	NA	-8.36968921918933	-11.490358450126	NA	NA	NA	-6.85218566832339	NA	NA	NA	NA	NA	NA	-7.34838222029002	NA	NA	NA
