feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
MSM9VZLB	-3.96826298752868	-2.34413095955238	-4.16060226524515	NA	-5.50367596013557	-3.48381858330052	NA	NA	-4.57096047739782	-5.23067543429134	-7.00048193517634	-9.80296540036078	-5.52011235649457	-5.17221985535632	-5.66357832302697	-5.38973366250934	-5.19997416640046	-8.27039547706763	-6.88415483585894	NA	NA	NA	-6.77920402885978	NA	NA	-5.08325410634052	-6.78356846847108	-4.7975398600647	-4.76688565068237	-5.9758055300927	NA	NA	NA	-11.9393190814806	-5.74780101520641	NA	NA	-11.3486726436898	-9.76461806939312	-9.38917200596954	-7.9205621267369	-5.62687891134924	-7.43607521317771	-8.18440626776767	-8.6261653634089	-5.09671415388778	-8.84667960337361	NA	-7.61159359888531	NA	NA	NA	-9.48942463777065	NA	-8.02067613619249	-9.81670991956079	NA	-11.6009463546858	-9.7555644153261	-11.6145234833201	NA	NA	-8.47591668312008	-12.5588636560097	NA	NA	NA	-15.4438711337197	NA	-8.23977334050258	NA	NA	NA	NA	NA	-9.83662037523999	NA	NA	NA	-4.08768838566835	-7.54635093135454	-17.3106046028563	-10.3582344889675	NA	NA	-13.2148456200509	-9.6077189473547	NA	-8.45861066328296	NA	NA	NA	NA	NA	-5.78040867293107	NA	NA	NA	NA	-12.4633936919846	-13.9196348635393	-13.0463920058252	-9.83312408680271	-14.5525773931623	NA	NA	NA	-9.23735562082563	NA	-10.5354300865478	NA	NA	NA	NA	NA	-15.3980674441067	NA	-7.76076332200041	-9.88895225915586	NA	-10.4894246377706	-8.32649335298916	NA	NA	NA	-9.59192064078609	NA	NA	-7.47272936289973	NA	NA	NA	-7.66304036430399	-8.33124946405004	NA	NA	NA	NA	NA	-15.4284410931502	-12.4313216832071	-16.2281424426643	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZLD	-4.30410553483842	-3.21663588629299	-3.89459950138522	NA	-6.91388321882744	-3.2729540563194	NA	NA	-6.033562013498	-5.34553891262155	-9.04067331272881	-10.2407037974873	-5.35156070701203	-3.64497879474693	-5.66182100927641	-3.79226339341544	-5.38805381548702	-6.38843235233298	-7.57013799825345	NA	NA	NA	-7.5421346324316	NA	NA	-4.94798300977341	-6.16737862485851	-5.6679434702193	-4.20980590127466	-6.13371807774457	NA	NA	NA	NA	-6.32924367639532	-13.2893061711921	NA	-14.4655284110956	-8.92812145727633	-16.7912480851455	-8.06552307059349	-5.10964555420001	-7.47964913136887	-8.10239965326886	NA	-5.91932258847205	-12.957026557235	NA	-8.70023034671837	NA	NA	NA	-14.6425708174071	NA	-7.36824278567381	-10.3700690872526	NA	NA	-7.16074144902963	-15.0676320446382	NA	NA	-7.87309099365604	-9.57246181994022	NA	NA	NA	NA	NA	-13.6129108438868	NA	NA	NA	NA	NA	-6.52461563408721	NA	NA	NA	-4.0933060169242	-8.60911513689479	NA	-9.89515472932202	NA	NA	NA	-11.6009035424641	NA	-8.31348981870145	NA	NA	NA	NA	NA	-5.2793004154891	NA	NA	NA	NA	NA	-10.5440700885811	-13.1749894539346	-13.9385132595837	NA	NA	NA	NA	-8.56508944157352	NA	-11.3601354121959	-11.9202345258654	NA	NA	NA	NA	NA	NA	-5.15591181958334	-9.53076180253295	NA	-11.0766410350776	-10.3515812090128	NA	NA	NA	-13.4845867469113	NA	NA	-7.92979381632296	NA	NA	NA	-7.49850265556372	NA	NA	NA	NA	-9.61829428555343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZLF	-5.41064357747428	-2.46687356788233	-3.98765106803359	NA	-7.59047011937877	-3.83738027334647	NA	NA	-3.03058119793796	-5.43179913976258	-8.71625119643421	-8.6765038379929	-6.58932670803801	-4.04033732756365	-6.68177478378323	-4.93804683880657	-5.22810727671954	-7.37551894995678	-7.15605138068331	NA	NA	NA	-6.70734330569428	NA	NA	-5.82357274079555	-4.7569107521918	-5.119615059441	-5.03348407237417	-6.30290591271286	NA	NA	NA	NA	-6.23809073842015	NA	NA	-13.4780285459961	-8.17064958858449	-8.31520908478634	-8.99233886102406	-5.42956576762999	-7.49177241797655	-8.88003936497865	-7.98482389711991	-6.78553758097044	-6.5191858707528	NA	-10.1399000930414	NA	NA	NA	-7.88438208468201	NA	-9.35262034727812	-10.0923627371887	NA	NA	-5.18850520005945	-8.78766466582445	NA	NA	-9.23196177447965	-11.381702428921	NA	NA	NA	-12.0152105269186	NA	-8.87397336427929	NA	NA	NA	NA	NA	-6.50218252719653	NA	NA	NA	-11.0392649768419	-7.42066669320609	-9.25879415957451	-11.179051103064	NA	NA	NA	-7.92511117319142	-12.3280879190079	-8.45080707726102	NA	NA	NA	NA	NA	-5.0277767456592	NA	NA	NA	NA	NA	-11.0995169227423	-7.85107296216922	-9.2845249764836	NA	NA	NA	NA	-9.67798269472839	NA	-6.63008275624237	-9.02925342408137	NA	NA	NA	NA	NA	NA	-10.8378672424151	-9.46241058518117	NA	-12.4459996918034	-8.58428332644445	NA	NA	NA	-10.4901013782966	NA	NA	-6.85228491866036	NA	NA	NA	-7.22545965040159	-13.4297733773888	NA	NA	-11.1254160508889	-10.5097810252805	NA	NA	-11.1910669557623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZLH	-4.69378101528992	-2.97572650371587	-4.05414844596461	NA	-7.76891069463872	-3.49233547722066	NA	NA	-5.21955675992831	-5.79437551288273	-11.2062553074695	-9.39746072605472	-5.3049355210536	-3.34854643338157	-5.7162153036178	-4.61445939255513	-6.00062205001443	-6.64603453925983	-7.32266894390061	NA	NA	NA	-6.68090283977728	NA	NA	-5.13507816187777	-6.53212045321997	-7.33825675955352	-4.57960675943461	-6.60060078731302	NA	NA	NA	NA	-5.26165023101227	NA	NA	-17.3359767669162	-7.55552425517885	-9.96538209915965	-10.5641361314716	-4.9601978711549	-7.78232705023079	-9.07288240990782	-9.24164634880568	-6.52978710519967	-9.72487346627373	NA	-8.22800849775467	NA	NA	NA	-9.84822223880016	NA	-7.98946303375058	-7.17846856750631	NA	NA	-4.04384179232003	-12.7344825423052	NA	NA	-8.98086000737828	-10.5703291733522	NA	NA	NA	NA	NA	-10.7954983169868	NA	NA	NA	NA	NA	-5.892228617035	NA	NA	NA	-8.55552425517885	-7.90539076212253	-12.6109550375414	-11.4875535950189	NA	NA	-15.9957478552861	-9.35942787714914	NA	-6.87151791414383	NA	NA	NA	NA	NA	-4.35190681995045	NA	NA	NA	NA	-13.9509864042792	-10.9594587855645	-10.7804085996398	-10.3832664944711	NA	NA	NA	NA	-9.0146243300963	NA	-7.52253667867769	-6.1748046718646	NA	NA	NA	NA	NA	NA	-5.75627969200994	-8.10230610162372	NA	-9.69427087356559	-8.4889527498083	NA	NA	NA	-10.8895093439591	NA	NA	-6.77322689823187	NA	NA	NA	-7.85709959840386	NA	NA	NA	NA	-12.0271536596522	NA	-12.1348434649516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZLL	-3.88049687494316	-8.11121242931959	-4.0517461406271	NA	-9.13994306037796	-6.5174882563052	-4.96789630637062	NA	-6.9254034143254	-7.19479551859198	-4.56772833853616	-4.10752730206001	NA	NA	-6.27434537790513	-17.1007173131502	-9.86805655635991	-4.53997582630432	-7.37662037462416	-3.55359517314831	-3.14938199949699	-5.45304903360262	NA	NA	NA	NA	-9.93547530459147	NA	-7.25724984628831	-7.45050325026885	NA	NA	-7.74850219196473	NA	NA	NA	NA	NA	-6.49641119494246	NA	-13.1454871832702	-18.133138790843	-6.38203223198347	-7.02937413726313	-6.7433608089106	NA	NA	NA	NA	NA	NA	NA	-10.7521858587682	NA	-9.39197827179061	NA	NA	-6.7486003011141	NA	NA	-10.1193720258023	NA	-13.3709832882151	NA	NA	NA	NA	-13.1475555636114	-5.91109863297775	-8.6384649975614	NA	-10.8727538064617	NA	NA	NA	-10.7384812296093	NA	NA	NA	NA	-9.3700773572334	-14.7283842648256	NA	NA	NA	NA	-14.4945383265194	NA	-5.09699640579243	NA	NA	NA	NA	-9.24771972553688	-7.08821692247193	NA	-2.6783984503308	-4.34989868914441	NA	-13.4002775950091	-13.4555792973996	-10.8414448261126	-7.84181109196953	-10.5851926761586	NA	-8.21603799663183	-9.48371929243971	NA	NA	NA	-17.59257040948	NA	NA	NA	NA	NA	NA	NA	-7.47010636907891	NA	-12.3117996393493	NA	NA	NA	NA	NA	-6.39846765531272	NA	-9.34375335020136	NA	-8.90585104345802	NA	NA	NA	NA	NA	-10.6849286058143	NA	-7.47529257303029	-9.63274954989911	NA	-10.8239725272855	NA	-16.9487142197053	-4.35464159616799	NA	NA	NA	-17.0690084534229	NA	NA
MSM9VZLN	-3.86697144524896	-5.00814931260677	-3.87928044583076	NA	-9.74818714594574	-6.30466417253976	-7.46072875644772	NA	-5.84022436176054	-8.61413024106557	-5.76601662597537	-5.38302241057976	NA	-17.5479102961754	-7.71080803072363	-14.3975475611115	-8.83543540398465	-4.99736025534869	-6.72210828995703	-2.41502723273639	-6.08717517757372	-4.70280639365005	NA	NA	NA	NA	-9.33403283925089	-10.7877700125385	-6.56850675431564	-5.36066133522448	-12.9323085231038	NA	-7.92824607994868	NA	NA	NA	NA	-12.6586137605815	-6.04423511022042	NA	-10.4681831037046	-13.0550860149952	-8.50467583299528	-5.48774661097923	-6.58284753943066	-12.3185088163195	-18.1999869927552	NA	-15.0924585284506	NA	NA	NA	-9.48623227116125	NA	-9.49707224391441	NA	NA	-10.321133224394	NA	-14.9269684983486	-7.72879566065521	NA	-13.199986992755	NA	NA	NA	NA	-12.3598834883577	-8.53059571087312	-10.1702396493609	-13.8988174580345	-9.05751520405347	-11.9684229255203	NA	NA	NA	NA	NA	NA	NA	-7.49571278474414	-11.7849494934761	-12.7374360322735	NA	NA	-12.5810771601105	-12.0845097753351	-17.2347524109157	-4.7661594089843	NA	NA	NA	NA	-8.53422810947545	-6.09140030927185	NA	-2.43333608019077	-6.48610955648922	NA	-10.0444459094753	NA	-9.35599118849094	-9.54552144517739	-9.95658629520269	NA	-17.1999869927552	-9.71310409758635	NA	NA	NA	-9.00922164803081	NA	NA	NA	NA	NA	NA	NA	-5.68910511242926	NA	-9.80685194737521	-14.8044018561424	NA	NA	NA	NA	-5.28303235847781	NA	-9.45259319887185	NA	-8.56733793165996	-13.5316084838462	NA	NA	NA	NA	-9.08773367620933	NA	-9.63938120517101	-10.8797774150939	-15.6265201308717	-9.03352498649325	NA	-10.6464948306329	-4.90502442645858	NA	NA	NA	-12.9040541064006	NA	NA
MSM9VZLP	-3.78930871655846	-5.40512719128064	-3.88925659946619	NA	-8.42165270616207	-5.85442289610116	-7.30839144304176	NA	-5.06015190688902	-10.3581904407742	-5.4490370024547	-5.15783083480851	NA	NA	-8.1335568918388	-12.7351043949379	-7.31070287430822	-5.03255618130909	-7.00600942602958	-2.98853656537356	-4.98058075635002	-5.06319519302225	NA	NA	NA	NA	-9.73918767193356	-10.143239033962	-6.88754001575565	-6.76003849482429	-12.9661720982232	NA	-4.78353514393457	NA	NA	NA	NA	NA	-6.34114631289951	NA	-10.26212246521	-8.25366791455355	-8.96943882550221	-6.59583699725703	-6.00387258588563	-12.0858611428845	NA	NA	-11.6217958717652	NA	NA	NA	-10.1904873634441	NA	-7.40666700047232	NA	NA	-7.61850131339449	NA	NA	-8.28120992296916	NA	-10.2280757630031	NA	NA	NA	NA	-12.3759981708568	-7.03455062524996	-7.75239801763063	NA	-8.58141568268502	-16.3759981708568	NA	NA	-10.3257309027729	NA	NA	NA	NA	-7.37715463988933	-12.4386054868509	-11.133434748585	NA	NA	-17.2019687710817	-11.3060492932942	NA	-4.63790049670009	NA	NA	NA	NA	-7.96916631552975	-6.57015097229213	NA	-2.33110823655964	-7.51260606829466	NA	-10.6561267331551	NA	-8.84152068988899	-9.38396768112894	-9.04221208404635	NA	NA	-9.81160436747339	NA	NA	NA	-7.67058731056539	NA	NA	NA	NA	NA	NA	NA	-6.8056802343562	NA	-8.6680196854631	NA	NA	NA	NA	NA	-5.28147211351939	NA	-8.70656795036297	NA	-7.22608824284288	NA	NA	NA	NA	NA	-7.5437167090446	NA	-7.76171304438581	-10.6930935952882	NA	-8.71723740386421	NA	-11.6176895263718	-5.55666855989903	NA	NA	NA	-10.1324579746541	NA	NA
MSM9VZLR	-4.43093270608175	-5.14903931386695	-4.29982117447958	NA	-9.39007988705688	-7.49138658386341	-6.13901034757107	NA	-3.88383999793777	-11.0030654015729	-6.52715030021501	-5.25669540379845	NA	-10.5595644381704	-6.19673749151161	-11.9346451560238	-9.21521975018181	-4.44479242948797	-7.8634503402463	-3.0655770632696	-4.29003097947272	-6.32096722635571	NA	NA	NA	NA	-7.49734528846448	-10.9618870226952	-6.81738149244509	-7.91644828177472	NA	NA	-6.16970266711792	NA	NA	NA	NA	NA	-5.13985115314195	NA	-10.3646091995408	-11.3738721208697	-8.79123467309482	-6.10646720364699	-6.29451187519471	NA	-14.5127702266915	NA	-15.4043940656467	NA	NA	NA	-6.97926099889038	NA	-7.36590820971987	NA	NA	-7.71003617842518	NA	-10.3091358636423	-10.2651119983706	NA	-9.95339991675041	NA	NA	NA	NA	-9.30747089514722	-5.25959329094176	-7.50189994146444	NA	-7.04927483920639	NA	NA	NA	-9.4110831999668	NA	NA	NA	NA	-7.84713192110839	NA	NA	NA	NA	NA	-12.4175041479729	NA	-4.97974430687737	NA	NA	NA	NA	-9.91465171591276	-5.88667288354627	NA	-2.78151890822412	-6.8947232232663	NA	-9.75674629670953	-9.9028711135203	-8.11899184678438	-7.09929233303048	-7.94960776808879	NA	-11.6175226165129	-9.56022516409942	NA	NA	NA	-7.0542109069143	NA	NA	NA	NA	NA	NA	NA	-7.27094761913714	NA	-8.61563281029455	NA	NA	NA	NA	NA	-5.78553769217882	NA	-7.66728017574705	NA	-5.76155856393341	NA	NA	NA	NA	NA	-4.9156091656003	NA	-7.56614387883569	-9.60077274064982	NA	-8.30179670713574	NA	-9.15484393356666	-6.38436449468737	NA	NA	NA	-9.19494070001768	NA	NA
MSM9VZLT	-7.27412374715537	-3.60989078828722	-7.65763600378315	NA	-8.57537788997736	-6.6054509327395	-9.57377118392478	NA	-5.13950549416423	NA	-8.38390726177649	-7.35609523492219	NA	-5.36578503796934	-14.2108818556671	-7.86776413894853	-7.47631047096482	-9.61544222073046	-8.26116997750195	-4.76148050490635	-5.87728965795848	-6.05705288996137	NA	NA	NA	NA	-7.37603769429868	-10.1648317354618	-6.26168045520058	-12.5218109516052	NA	NA	-3.91111313185458	NA	NA	-9.66068477310658	NA	NA	-2.15017706282416	-4.98072484173735	NA	-9.12280060168451	-9.31836337756568	-14.8847537722505	-5.64310866610351	NA	-5.21824487176087	NA	-6.51309361172301	NA	NA	NA	-8.32631526012738	NA	NA	-11.5837787494677	NA	-9.54681039681257	-11.3009100734782	-6.91778897383877	-5.8687358994633	NA	-10.8119699292186	NA	NA	-10.8491298625197	-7.6537447435438	-5.66529255422213	-6.36161126525607	-7.33739290261196	NA	-6.01352902579154	-8.12304793496832	NA	NA	-12.4605191131944	NA	NA	NA	NA	-6.87576498902316	-6.87383865335821	-9.04727985210748	NA	NA	NA	-7.55725857079477	-7.42315059591063	-7.83098571236856	NA	NA	NA	NA	-15.453037531825	-3.76618989639813	NA	-6.12258421983895	NA	NA	-9.50769460791102	NA	-5.59588233421807	-8.20622323431817	-10.0802775243256	NA	NA	-7.68430562542167	-10.5501322841676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9169846315847	NA	NA	NA	NA	NA	NA	-10.0635656623176	-8.95115917666469	NA	-5.53900299886062	NA	-7.24604004697571	NA	NA	-9.73226846309652	NA	NA	-5.74194617291786	NA	-5.36959488558972	NA	-10.9756281722586	-7.76484752468516	NA	-7.30844960604922	-9.89042665017858	NA	NA	NA	-7.51786231921213	NA	NA
MSM9VZLV	-5.60977008969386	-3.75359386286354	-6.14570262866039	-9.99916071644769	-7.74294079333382	-8.19070211331556	-9.42079701134952	NA	-4.41501246610226	-8.00869202119123	-7.43191081931435	-7.27793129709942	-8.82885410012658	-2.18473465492793	-10.5854119131374	-8.30926255443303	-8.06696002795908	-7.90223226339249	-7.94853464337772	-3.60029235254726	-5.05949055826527	-5.06269804259031	-10.4104817694959	NA	NA	NA	-7.51803402671107	-8.36212188543869	-7.57821801530588	-9.38599393684341	-9.83765688269376	-8.17940739057221	-5.60648552676297	NA	-10.0123164092967	NA	NA	-13.9320465205892	-3.33596691097688	-8.56906664286597	-6.8980729771481	-7.2650963086838	-8.83688928754881	-9.78618383138916	-6.80621041305549	-13.5585881250617	-8.07547951659789	NA	-7.61961731433854	NA	NA	NA	-7.53272003929103	NA	-10.7897073508187	-10.0398763097127	NA	-8.98007307984917	-9.53816858382278	-9.10180502741732	-6.07357095579116	-6.02182627035595	-8.17503540006596	NA	NA	NA	-14.4005232788295	-6.17703758455996	-6.74536949772035	-7.26894130059849	NA	-6.26279100108762	-10.8671323227639	NA	NA	-7.95325807304886	NA	NA	NA	-8.45579740726803	-7.63496351369339	-7.35533887696382	-11.1869069949773	NA	NA	NA	-9.19893873129454	-8.48895228078324	-6.72912129843121	-12.7361263106139	NA	NA	NA	-8.95924944831387	-5.54104709570625	NA	-5.01042193638739	NA	-12.1492567441281	-9.77529690789458	NA	-6.66294109833776	-6.93376381655093	-10.5844452832581	NA	NA	-9.52173008776138	-11.4708275446625	-13.1996786381614	NA	-8.2142454909377	NA	NA	-11.9028345993727	NA	NA	NA	-14.2663230079042	-9.52250129376728	NA	-12.3200157766698	NA	NA	NA	NA	NA	-9.26503177445102	NA	-5.33166051957724	NA	-7.16019694749049	NA	NA	NA	NA	NA	-8.03733897501616	NA	-10.0284385089699	-8.6047184379592	-11.7225931549602	-7.74581970681774	NA	-8.68368764369763	-10.0036761975702	NA	NA	NA	-7.51599754262165	NA	NA
MSM9VZLZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.117541026399903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.67590158297249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZM4_P	NA	-3.7208895945824	-1.59321225708255	NA	NA	NA	-8.23003804958556	-2.8308882917808	-7.882395749903	-5.14455110849179	NA	NA	NA	-3.74156506642224	NA	-7.77439407853804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.42443248513394	NA	NA	NA	-6.75983905473449	NA	-9.04258162209644	NA	NA	NA	-6.12273031264242	-7.03014213029334	NA	NA	NA	NA	NA	-6.89180342786687	NA	NA	-6.16936569064023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.17561292885605	NA	NA	NA	NA	NA	-10.7760204051381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.5659324937048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.93778556959924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZMA	-1.55442006953002	-4.07779291646111	-5.37667621632903	NA	NA	-15.6248116452676	NA	-5.25566967119766	NA	-5.61562512512304	NA	-6.08592273501499	-6.00792180152981	NA	-5.55350133960142	-19.137261646205	NA	NA	NA	NA	-11.539975867033	NA	NA	-5.20444983985738	NA	-5.00852807941322	NA	NA	NA	NA	-6.50599095373785	NA	NA	-8.73418694717084	NA	NA	-11.3524343771666	-9.12949231583532	NA	-10.7356291720412	NA	-7.35703551071265	-7.78931466429133	-9.51090840722015	NA	NA	-12.544364963941	NA	NA	NA	-1.46536168369727	NA	NA	-11.6308665485964	NA	NA	NA	-12.5971906029819	NA	-11.6017575426641	NA	NA	NA	-6.87781259991863	NA	NA	NA	-6.61869526657022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.04995481415022	-10.2650847230905	NA	NA	NA	NA	-13.4466473579193	-12.6248116452675	NA	NA	NA	NA	NA	NA	-11.7318698672799	NA	-12.6332021408839	-8.12513011168654	-10.6560557940742	NA	NA	-12.5835758900434	NA	NA	NA	NA	NA	-9.17147736154223	NA	NA	-16.1057834147312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.429496521426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSM9VZMA_TR	-1.62046205200162	-4.17766362784234	-4.97772383902946	NA	NA	NA	NA	-5.12016273839696	NA	-5.01491893717579	NA	-6.00212680932448	-5.75241130399966	NA	-5.19572622937428	NA	NA	NA	NA	NA	-11.0514769324302	NA	NA	-5.70931396339	NA	-4.71859975233388	NA	NA	NA	NA	-5.81862732234567	NA	NA	-8.1617562585108	NA	NA	-11.8757496449213	-8.74005212396206	NA	-12.8834912237016	NA	-7.65717344891512	-7.95746991888232	-8.64053318322729	NA	NA	-13.8625742561736	NA	NA	NA	-1.50465659256611	NA	NA	-12.2893172561047	NA	NA	NA	-14.355452357904	NA	-11.7087689200946	NA	NA	NA	-7.2222854930164	NA	NA	NA	-7.49556331615476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.68822352739421	-10.6514676423837	NA	NA	NA	NA	-14.8625742561736	NA	NA	NA	NA	NA	NA	NA	-12.92055744028	NA	-14.4574070009188	-8.20691886205946	-11.5380254611271	NA	NA	-14.1125525091819	NA	NA	NA	NA	NA	-9.79192472537033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1804095964271	NA	NA	NA	NA	NA	-15.5146509527533	NA	NA	NA	NA
