feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
CSM79HIZ	-3.11980104007552	-2.26634596965138	-2.65707724065492	NA	-11.8150390321157	NA	-5.06280477666573	-4.82281271500911	-7.61228092560609	-4.25268031173078	-6.34332908369997	-9.19389917452583	-4.34036919451865	-6.85370065248481	-5.90835396326028	-5.80778618583624	NA	-4.71869063912835	NA	NA	NA	NA	NA	-8.75846323624927	NA	NA	-8.04814885808258	-3.61925604948821	NA	NA	-8.17756603118804	NA	NA	-10.6999330214496	-6.28375900300036	NA	-11.489576886814	-11.5089595568733	-8.7008614564137	-10.3601471874389	NA	-12.2281121013764	-7.42937458419314	NA	NA	NA	-9.10313902404622	NA	-7.32419895975096	NA	NA	NA	-8.10428505965872	-15.4878665190489	NA	NA	NA	-6.47785885336809	NA	-5.84965367481082	NA	NA	-6.3708943913796	-8.87958979647732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.5687207715338	NA	NA	NA	NA	-8.48205574871935	NA	NA	NA	NA	-10.7639508618877	-9.31613832651724	-10.0112882614487	NA	NA	NA	NA	NA	-11.4729866681427	-4.69893561979797	NA	NA	NA	NA	-11.2620594332997	NA	-8.28331855267153	NA	NA	NA	NA	-13.4325326753114	-6.94973736390695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.37469219252143	-9.68797878921575	NA	NA	NA	NA	NA	NA	NA	NA	-9.65990304918569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.42591632582725	NA	NA	NA	NA	NA	-7.08765479574894	-10.1982627827188	NA	NA
CSM79HJ2_P	-0.869559927501122	-3.6042604336301	-6.03030269146381	NA	-3.74321268625424	-13.4866059426799	-7.74309372047812	NA	NA	-6.72921303605307	-5.49209517597275	-6.83046490626377	-6.46573059067652	-4.82434085784236	-7.04425824046341	NA	NA	-7.26585632495462	-8.33448269930639	NA	NA	-14.9269397365745	-4.89046802377026	NA	NA	NA	-5.27064418004265	NA	-9.93091488779488	NA	NA	-9.31891162593537	NA	-10.2978580988727	NA	NA	-14.3880736504428	-10.7625703679209	-10.9337610024305	NA	NA	NA	-8.91065704000484	NA	NA	-3.89337172130937	NA	NA	NA	NA	NA	NA	-7.77247187737124	-10.781159758991	NA	NA	NA	-10.0430668991438	NA	-6.80420125942369	NA	NA	-13.7320280516601	NA	-8.90540972556775	NA	NA	NA	NA	NA	-13.5762645876416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.330492098852	NA	NA	NA	-13.238414497466	NA	-9.56309425262087	NA	NA	NA	NA	-13.6890759064756	NA	NA	NA	NA	NA	NA	-10.2238850185496	NA	-9.02778235062028	-10.3198420968099	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.901364848728	NA	NA	-14.1417906088983	NA	NA	NA	NA	NA	NA	NA	NA	-7.25300292768537	NA	NA	-8.31278552313853	NA	NA	-10.5380830531845	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.65721024059181	-9.16693643788671	NA	NA	NA	NA	NA	NA	-10.0343348717083	NA	NA
CSM79HJ4_P	-0.899790627246677	-9.22216100387183	-6.1386100193038	NA	-3.91867872931877	-13.5798029997597	-5.77600219597475	NA	-12.1046915720397	-4.86849030397812	-3.85412729749021	-4.06255902833713	-6.29396327988792	-10.056080628398	-6.29464915131372	NA	NA	-5.87942537021415	-6.05123647694171	NA	NA	-14.9476538135941	-6.40651246123565	NA	NA	NA	-11.4401208108421	NA	-11.153967350394	NA	NA	-6.45644893819957	NA	-7.75632987652889	NA	NA	-10.1993059509913	-8.49353439761504	-12.6820426350025	NA	NA	NA	-8.95893163620849	NA	NA	-4.38187618748122	NA	NA	NA	NA	NA	NA	-13.3328468019395	-10.7830289468451	NA	NA	NA	-8.75841639236346	NA	-9.82245775417237	NA	NA	-10.5411225315956	-11.1413195460119	-9.07034689857722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.62079423568516	NA	NA	NA	-10.2103311608836	NA	-8.15632971385109	NA	NA	NA	-13.8092848458825	-13.1113430132402	NA	NA	NA	NA	NA	NA	NA	NA	-11.6328855102796	-7.41748250577577	NA	NA	-16.0209027956248	-11.1163517963325	-11.3794531035571	NA	NA	NA	NA	-7.93686954429266	NA	NA	-14.2779384608371	NA	NA	NA	NA	NA	NA	NA	NA	-5.33157208424627	NA	NA	-7.11194731833527	NA	NA	-13.9008089501344	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.6870020590713	-9.31921128127418	NA	NA	NA	NA	NA	NA	-11.8168751416969	NA	NA
CSM79HJ6_P	-3.20964730680802	-5.38710303829216	NA	NA	NA	NA	-8.47627327201204	-8.55476833951174	-5.67828807934014	-4.96970320919305	-6.6505569051449	-8.04492609719165	NA	-7.88564552797092	-5.09693868862662	-9.5919448991455	-3.84188643561011	-3.11470002207741	NA	-3.89441229881496	NA	NA	NA	NA	NA	-6.28254423276615	-7.62050204578352	-7.1247449478943	-11.0341974481347	NA	NA	-6.50112588102989	NA	NA	-8.97861810363047	NA	NA	-10.4594591299219	-8.73016893930887	-7.9874014099705	-6.04608343325637	NA	NA	NA	NA	NA	NA	NA	-11.2433718143871	NA	NA	NA	-10.5425046219986	NA	-6.7112909464884	-9.3338898195224	-3.44907755651642	-11.3982891766498	-3.7783232298642	-11.1362864779945	NA	NA	-5.71612936891808	-7.40000295250196	NA	NA	-14.4895139366963	NA	NA	NA	-2.73352928365834	NA	NA	NA	-8.16129016192279	-12.9440100457781	NA	NA	NA	NA	-6.51102375490031	-9.04289489287434	-10.0166189980705	NA	NA	-11.1683394041352	-7.68728021679849	-12.2018919638463	NA	NA	NA	NA	NA	NA	-7.36351718109103	NA	NA	NA	NA	-13.049734579717	NA	-10.2392093335359	-9.85245401982396	NA	NA	NA	-11.6475986084742	-8.9268530367534	-7.75630829431574	NA	-6.17967845800453	-4.87692449067129	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.0850504396026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.4630085519491	NA	NA	-10.1653275136031	NA	NA	NA	-12.2096276126259	-11.3620616829347	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM79HJ8_P	-1.91559064807346	-2.95049354184741	-5.42458296453688	-7.57830148660034	-3.78963212436124	-13.1162755127249	-6.42367562154091	NA	-4.83596826891192	-4.43718017435573	-4.69088062794672	-4.959869516992	-4.31005314860614	-6.58813904955013	-5.34557970844888	NA	NA	-5.3123239775745	-5.35831924826781	NA	NA	-13.9006979129448	-6.7338338162472	NA	-17.643922497583	NA	-4.7373463823469	-18.7080528350024	-5.82653906968545	NA	NA	-6.51466748353062	-14.6283256425317	-10.0692878391125	NA	NA	-10.8126841092891	-9.05244080347798	-8.23697809880851	NA	NA	NA	-6.97536505043674	NA	NA	-4.7312283795539	NA	NA	NA	NA	NA	NA	-8.40147325238513	-9.79734197414429	NA	NA	NA	-10.1380246658147	NA	-7.67350394956926	NA	NA	-7.44044149422108	-10.7840501518169	-8.0265348892043	NA	NA	NA	NA	NA	-13.8410549665174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.22012147113526	NA	NA	NA	-9.0632133247028	NA	-8.4421714562901	NA	NA	NA	NA	-10.3505008303843	-8.62874988439177	NA	NA	NA	NA	NA	-9.28646611483975	NA	-9.09526809116067	-10.7698098206914	-9.41030282082298	NA	-15.9006979129448	-11.5200260271848	-7.70131237670569	NA	NA	NA	NA	-10.0637049011881	NA	NA	-16.5381278335602	NA	NA	NA	NA	NA	NA	NA	NA	-7.23556967904867	NA	NA	-5.43491951466795	NA	NA	-10.0911698793551	NA	NA	NA	NA	NA	NA	NA	NA	-11.2415591886668	-8.49152742069794	-8.87207422904497	NA	NA	NA	NA	NA	NA	-10.2892419097704	NA	NA
CSM79HJA	-1.36143996950319	-4.29178861321209	-4.03249284892789	NA	-3.37818545747436	NA	-6.61298589945758	NA	-5.31131587371517	-4.39885244915934	-4.46243009476644	-5.72099359529344	-4.58182916168552	-5.96544462779104	-6.97695855718488	NA	NA	-5.83219907729079	-6.0310589165553	NA	NA	NA	-5.92337415607298	NA	NA	NA	-6.45087694210373	NA	-8.18338107031986	NA	NA	-6.44299882022361	NA	-8.55124873418551	NA	NA	-12.3176292398289	-9.63564025999002	-10.9054897519744	NA	NA	NA	-7.73332062013074	NA	NA	-4.72610931426889	NA	NA	NA	NA	NA	NA	-8.6438128684649	-10.8699959446256	NA	NA	NA	-10.4594163974883	NA	-8.34816186002927	NA	NA	-8.65291544608759	-8.86193808229883	-7.51313222481214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.76451949641941	NA	NA	NA	-10.7406581463004	NA	-8.59755372523707	NA	NA	NA	NA	-13.2626557981674	-8.55053516727417	NA	NA	NA	NA	NA	-16.9848341753362	NA	-12.1633119213518	-9.2072760319712	-9.26103852760283	NA	NA	-12.2713119943814	-8.67919238841935	NA	NA	NA	NA	-10.3554775552564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.37954961606394	NA	NA	-5.51280474740202	NA	NA	-14.8708179150444	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.189734405185	-10.2722166755679	NA	NA	NA	NA	NA	NA	-11.8763097185578	NA	NA
CSM79HJC_P	-1.23551106211693	-2.72245219852108	-4.88981824780031	-9.65882086614124	-3.83064052789207	-10.1349288116865	-8.02116638935059	NA	-4.49377835419775	-7.63397281629873	-5.03642219403741	-6.18473070537089	-6.01633208791303	-5.70884061184846	-7.88247441704481	NA	-11.5461207333919	-8.0617680663856	-6.39133188525998	NA	NA	-12.3429801011328	-6.07397701298302	NA	-10.665241838762	NA	-4.1758165944167	-10.3502423249129	-7.77891522657383	NA	NA	-7.30256583268687	NA	-11.2364462095063	NA	-12.1032630039889	NA	-10.9531339183855	-10.7883263552716	-12.8118789468661	NA	-9.19602802810995	-10.093127496723	NA	NA	-4.78779108960712	NA	-13.8601700129645	NA	-14.3926261194141	NA	-11.6673885293073	-8.82486554268615	-8.85642354719144	NA	NA	NA	-10.692186401273	-16.6895176633641	-9.0562489658267	NA	NA	-12.7060949432174	-9.59159881732851	-8.34159868831247	-12.1260445856172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8536370431253	NA	NA	-14.0891251220734	-15.0840182316404	NA	-8.84950120376795	NA	NA	NA	NA	-14.1097354017487	-8.06589179428254	NA	NA	NA	NA	NA	-9.0669147311675	-11.3598539196972	-9.32141022594111	-11.7743771808523	-16.8024117197702	NA	NA	-14.0363836600014	-8.96430718378297	NA	NA	NA	NA	-11.1696700792711	NA	NA	-14.3038639708664	NA	NA	NA	NA	NA	NA	NA	NA	-7.63966911391358	NA	NA	-7.29330420891281	NA	NA	-10.9510984720564	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.90759395646214	-8.35864896260643	NA	NA	NA	NA	NA	NA	-10.2562351079086	NA	NA
CSM79HJI_P	-3.77996554510314	-5.4715028681924	-5.52901366862342	-4.54133550435335	-5.66513100509814	-9.65278499212555	-3.00727363649914	-1.26119473233228	-10.4317999045638	-5.84265334390351	-6.56057766531639	-6.34512760741691	-5.77063867798622	-5.43015320634552	-8.14581841270248	-8.32330790121425	-12.3717910872802	-6.04788230682356	-9.99649758494714	-8.59842069294966	-4.29722508063578	-7.25733567245252	-9.09565156398566	-7.27560175648847	-9.00275886635824	NA	-12.5162632202015	-11.2056028518795	-11.5766505967565	NA	-8.74962428787556	-9.90732660035726	-11.8873688835687	-9.56365527478898	-10.1871009659686	-14.4914402072376	-5.99477672662219	-9.2687447305401	-9.61254180119432	-8.53467288106337	NA	-10.9987575640645	-9.07126695491732	-11.3597345280258	-12.5556476961876	-13.1273622154701	-10.6050622089548	-10.4707968248018	NA	NA	NA	-16.2802447329235	-11.1845261035309	-6.48537984439494	-11.4931384947096	NA	NA	-12.2714745232957	-13.0206354144322	-6.88325714939347	NA	NA	-11.7700032092302	-10.5534312338667	NA	NA	NA	-15.0329346793827	NA	-5.55457367200638	NA	NA	NA	NA	NA	-11.3230246959051	NA	NA	NA	NA	-14.7592348649915	-10.8414866825509	-10.6356849610616	-14.7964944835606	-14.1012257209226	-12.4595468714482	-15.0181880940134	-13.615428924513	-9.11146052400438	-12.6729745703148	NA	NA	NA	-11.977206532007	-13.0616273552783	NA	NA	-12.5284013510412	NA	NA	NA	-12.8985786916439	-10.1303324224824	-9.07118767942531	NA	NA	-16.0428501482477	-10.6526663640746	NA	NA	NA	NA	-17.7309061419331	NA	-12.7653783591901	-17.9748317248191	NA	NA	-12.0472096876265	NA	NA	-10.1575114166051	NA	NA	NA	NA	NA	NA	NA	-6.01408668060302	-14.4678717360992	NA	NA	-11.1783651189042	NA	NA	NA	NA	NA	NA	NA	-12.5816106408514	-14.4948387836994	NA	NA	NA	-10.0397442373799	NA	-13.7129842339357	NA	NA
CSM79HJW	-0.780624547050063	NA	NA	NA	NA	-15.6095008271424	NA	-4.19610764616711	-8.13584933273959	NA	NA	NA	-3.88309367765697	-12.9715199441217	-3.00028751538953	-11.2091236345696	NA	NA	NA	NA	NA	NA	NA	-7.83866471615759	-15.5639382497619	NA	NA	NA	NA	NA	NA	NA	NA	-6.50054316847338	NA	NA	-3.5778254209676	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8577598802957	NA	NA	NA	NA	NA	NA	-11.1758986508465	NA	NA	NA	NA	NA	-13.7900730727842	NA	NA	NA	NA	-4.26768473407316	NA	NA	NA	NA	-8.70627949337075	NA	NA	NA	NA	NA	-10.1870087656877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.49311516409275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.2495046914216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.0271122700851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1726890943706	NA	NA	NA	NA	NA	NA	NA	NA
CSM79HJY	-1.18102712489698	NA	NA	NA	NA	-18.4616117977123	NA	-4.91558460267837	-6.35195690884371	NA	NA	NA	-3.8317954759091	-10.1595880769607	-3.06685154392766	-9.67848762772818	NA	NA	NA	NA	NA	NA	NA	-4.84392359711403	-15.1396837028248	NA	NA	NA	NA	NA	NA	NA	NA	-4.56039315225873	NA	NA	-3.06706279174098	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7870120845063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.36580748307977	NA	NA	NA	NA	-8.56376634170667	NA	NA	NA	NA	NA	-10.5094305812151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.40395845774825	NA	NA	NA	NA	NA	-12.2409544277465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-16.3418725534381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9958884332072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9374468343148	NA	NA	NA	NA	NA	NA	NA	NA
CSM79HK9	-1.41129839964677	-4.59713578082447	-4.35527197214757	NA	-5.01072236615612	-16.1143878489219	NA	NA	-7.04552360284361	-4.59213589000145	-5.74670227648698	-5.44609140575881	-5.93959196489334	-7.94054084683925	-5.40166827272445	-5.83891513050964	NA	-8.39181253351163	-5.24568873857582	NA	NA	NA	NA	NA	NA	-3.78046550191237	-8.00808141039616	NA	-4.26332596876709	-6.69580995050002	-6.83052162292378	-6.40614542286875	NA	-10.5417406706339	NA	NA	-11.1424305135068	-8.3981651335398	NA	-10.8248484435758	NA	-6.15647325028883	-7.6456416351677	-6.90538295820732	-9.07560051841625	NA	-14.6413802810057	NA	-8.43552718561511	NA	NA	NA	-12.1479573816155	NA	-5.51213438616859	NA	NA	-9.89081084311812	NA	-14.705132702237	NA	NA	-9.90555848634796	-8.57175833752794	NA	NA	NA	-8.98296299003357	NA	NA	NA	NA	NA	NA	NA	-10.1030711268128	NA	NA	NA	NA	-7.50300887840652	-9.21260380268377	NA	NA	NA	-9.47991074417361	-8.10885312011403	NA	-5.24976834166698	NA	NA	NA	NA	-9.51340453755099	NA	NA	-6.22719160865477	NA	NA	NA	NA	-9.62999188641915	-10.999021612312	-15.372813001503	NA	NA	-14.9253540245318	NA	-7.33009327089006	NA	-9.7364312151117	-7.5113550224222	-12.2728172115263	NA	NA	NA	NA	-5.56753196428361	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0785880114986	NA	NA	NA	-10.8060852279495	-8.54471448726449	NA	-12.9887367472603	NA	-8.84072277406463	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9196703860282	NA	NA	NA	NA
CSM79HKB	-1.22663320688352	-4.63068617981405	-4.30813263613771	NA	-7.87329699676553	NA	-12.3964127009698	NA	-8.89658098827302	-4.22726886005162	-5.27000351857705	-5.45044682858854	-5.29511339846863	-8.46218874775995	-4.76195560045789	-12.9899524864141	NA	-8.45755299578366	-7.88539827136313	NA	NA	NA	NA	NA	NA	-4.98696643047202	-8.57271890451958	NA	-4.76454885785533	-6.27115465721821	-6.98681049960225	-7.24160359388029	NA	NA	NA	NA	-16.2711669083131	-10.7054108074169	-10.1584667755636	NA	NA	-6.70521217573054	-6.90040370183982	-6.56613561258707	-8.53751783337444	NA	NA	NA	NA	NA	NA	NA	-9.11384194365027	NA	-6.27446623656354	NA	NA	-17.6248038629278	NA	NA	NA	NA	-8.69597298282866	-8.4036464189054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.6248038629277	NA	NA	NA	NA	-8.82017087264186	-11.007479255902	NA	NA	NA	-10.280212047916	-9.6062636482133	NA	-4.22159650982087	NA	NA	NA	NA	NA	NA	NA	-5.6273420818148	NA	NA	-12.9442294506118	-11.9983647262303	-10.4129696332898	NA	NA	NA	NA	NA	NA	-6.66576791351426	NA	NA	-6.33613000714075	NA	NA	NA	NA	NA	-4.84533528241372	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.96175975725046	NA	NA	NA	-8.6534519146669	-12.3012736634438	-7.40477493090524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.015337804834	NA	NA	NA	NA
CSM79HKT	NA	NA	NA	NA	NA	-0.910342260161184	NA	NA	NA	NA	NA	NA	NA	-7.91545738069353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.01331450921508	NA	NA	NA	NA	-8.11155688215095	NA	-6.64955818241865	NA	NA	-7.19212908437573	-5.96371119145364	-8.51127916459582	NA	-9.46941761794037	NA	-7.50135832357833	NA	NA	NA	NA	NA	-8.01622256601061	NA	NA	NA	NA	-11.3750486910642	NA	NA	NA	-10.5484363601336	NA	-7.9971283882091	NA	NA	NA	-7.18869961483851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.00434934294946	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.24851628513529	-12.2183102704766	NA	NA	NA	-1.72215298178514	NA	NA	NA	NA	NA	NA	NA	NA	-9.43925888097972	NA	-7.72938422752917	NA	NA	NA	-8.40315348877348	-11.4106177047678	NA	NA	NA	NA	NA	NA	NA	NA	-15.0623729094151	NA	NA	NA	NA	NA	-11.1672223828624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.95483272355406	NA	NA	NA	NA	NA	NA	NA	NA	-5.54964406396349	NA	NA
CSM79HKV	NA	NA	NA	NA	NA	-0.463164392188977	NA	NA	NA	NA	NA	NA	NA	-7.79054349137127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.33399291097711	NA	NA	NA	NA	-7.10648107597362	NA	-8.43327247970584	NA	NA	-6.48521944763344	-7.50315717592667	-8.79926671910739	NA	-8.29693343529603	NA	-6.4530452837307	NA	NA	NA	NA	NA	-11.5462704130633	NA	NA	NA	NA	-11.4612343092075	NA	NA	NA	-10.3906136875215	NA	-8.3268252757772	NA	NA	NA	-6.54538510186152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.16948764085396	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.40864979219543	-10.460263124357	NA	NA	NA	-3.26234533449518	NA	NA	NA	NA	NA	NA	NA	NA	-9.56846715772094	NA	-7.62461646478305	NA	NA	NA	-8.10290056789141	-16.7880281592668	NA	NA	NA	NA	NA	NA	NA	NA	-14.1148384755338	NA	NA	NA	NA	NA	-11.3101058414582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2948759227854	NA	NA	NA	NA	NA	NA	NA	NA	-5.91904922891128	NA	NA
CSM79HKX	-1.93685363175884	-3.6516725268575	-2.71238848675098	NA	-3.7468201503377	-14.6460371891243	-6.72438512974337	-10.2141029881836	-7.68226950628363	NA	NA	-6.60565323281712	-4.23473077927937	-7.08524946131171	-4.65929970809442	-4.69524602488759	-2.84486133560433	NA	NA	-14.1721060007919	-4.77697381748736	-19.6233171126246	NA	NA	-16.7164265170159	-8.00768747565611	NA	NA	NA	NA	NA	-7.37296934228339	NA	-9.77952688836232	-11.4150827542844	NA	NA	-11.0844815220935	-10.4409227592197	-10.6508159117475	-10.2277829771619	-5.17091498102226	NA	NA	-8.9219384455135	NA	NA	NA	-6.71990595138566	NA	NA	NA	-11.5257238722651	NA	-8.14690842068555	-8.38989715830421	NA	-12.1155224724255	-11.496612639781	-13.2338650235398	NA	NA	NA	NA	NA	-12.5698436993549	NA	-10.2896026865302	NA	-11.6637980910346	NA	NA	NA	NA	NA	-9.22778297716191	NA	NA	NA	NA	-10.5436101193182	-10.3452549031085	-8.86121195617949	NA	NA	-11.4049556943039	-9.46649665066095	NA	NA	NA	NA	NA	NA	-5.66465867592784	NA	NA	NA	NA	NA	-13.2998869925716	NA	-12.6623498442599	-10.3590700127761	NA	-10.4737816716528	NA	-14.2453836080081	NA	NA	NA	NA	NA	-11.3134618500374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.2309996898455	NA	NA	-12.6671829979958	NA	NA	NA	NA	NA	NA	-11.6817803742088	NA	NA	NA	NA	NA	-10.4089979918234	NA	NA	NA	NA
